Name,State,Term,NoEmp,NewExist,CreateJob,RetainedJob,UrbanRural,GrAppv,SBA_Appv
"Cenaxo, LLC",CT,12,15,2,0,15,1,225000,112500
NeilySoto,MA,60,4,1,0,4,1,100000,50000
"SY VIET NGUYEN, DDS, LLC",OH,60,0,1,0,0,1,25000,12500
Polin & Young Construction Inc,ID,12,17,1,0,17,2,209000,104500
McLaughins Beverage of Norwood,PA,12,2,1,0,2,1,50000,25000
GOLD PAGES PUBLISHING INC,SD,60,10,1,0,10,2,250000,125000
"Covent Technologies, Inc.",MN,12,59,1,0,59,1,750000,562500
"C&S Wright, LLC",IA,120,22,1,4,26,1,290000,217500
"Stockdale Technologies, Inc.",FL,120,40,1,10,40,2,1000000,750000
LOTUS SALON LLC,IA,84,5,1,0,0,1,27000,13500
"Industrial Matting, LLC",OR,84,1,1,0,1,1,50000,25000
Global Channel Marketing Solut,NJ,24,18,2,0,18,1,200000,100000
CAMPBELL FAMILY CHIROPRACTIC I,CO,101,2,2,2,2,1,197200,147900
"Rockford Process Control, Inc.",IL,11,100,1,4,0,1,695000,521250
"Juma Grocery II, Inc",MA,24,0,2,2,0,1,30000,15000
Satenik Martirosyan DBA Satik,CA,78,2,1,5,0,1,10000,5000
"NATIONAL STEEL CONSTRUCTION, I",MO,12,28,1,0,0,1,377000,282750
David Smith Masonry Inc,CA,84,22,1,0,0,1,100000,50000
"KJM Investments, LLC",MI,84,1,2,3,0,1,20000,10000
"Frontera, LLC",OH,60,0,2,2,2,1,19900,9950
Harmeyer Transport Inc,IN,60,1,2,0,1,2,39600,33660
"Kozak Custom Landscapes, Inc.",IL,60,7,1,3,0,1,75300,37650
Sun Dog Cat Moon Inc.,SC,120,4,1,1,0,2,289000,216750
"Springfield Fitness, LLC",MN,60,7,1,0,7,2,38000,32300
"America China Express, Inc.",NY,84,1,1,0,1,1,50000,25000
"K.G.C. Technologies, LLC",CA,60,6,2,1,0,1,22400,11200
NMSL LLC,OH,84,2,2,6,0,1,83100,62325
"GRAPHIX UNLIMITED, INC.",IN,48,36,1,0,36,1,305400,152700
"Central USA Wireless, LLC",OH,84,60,2,100,0,1,200000,150000
Jewelry Plus,FL,84,4,1,1,0,1,25000,12500
Technology Evolution LLC,IN,72,6,2,0,6,1,10000,5000
"FSTI, Inc., Chem Eleven Produc",TX,84,84,1,5,0,2,3200000,2400000
RSGRAPHICS LLC,IL,36,2,2,0,0,1,5000,2500
Milenka Vaskovic dba Milenka V,MI,60,0,1,0,0,1,21100,10550
"Excell Home Care, Inc.",CA,84,50,1,0,0,1,33000,16500
"Prosperio Group, Inc.",IL,84,8,2,0,0,1,100000,50000
"SCHLESS BOTTLES, INC.",NY,84,4,1,3,0,1,350000,175000
Brazzi's Drywall,CA,6,0,2,1,1,2,100000,50000
The Fiction Tribe Inc.,OR,84,6,2,0,0,1,40000,20000
POINT MULTIMEDIA LLC,TX,84,2,1,1,0,1,150000,75000
"B And P Security, Inc.",CA,84,1,1,1,1,1,10000,5000
"LGM Construction Co., Inc.",CA,84,4,1,10,10,1,100000,85000
"The Cellar Salon, LLC",AR,60,2,2,5,0,1,79400,39700
"The Cellar Salon, LLC",AR,84,2,2,5,5,1,10000,5000
Midlands Independent Review Bo,KS,120,4,1,1,4,1,350000,262500
"BROOKAIRE COMPANY, LLC",NJ,60,8,1,0,0,1,100000,50000
Fuzion Electronics Corp.,CA,84,1,2,1,1,1,80000,40000
Trevinos Painting Inc,TX,84,6,2,3,6,1,30000,15000
Savior Enterprises LLC,ID,84,29,1,0,29,1,100000,50000
"Santamaria Cellar's, Inc.",TX,84,2,1,2,0,1,15000,7500
The Machine Lab Inc.,CO,84,13,1,0,13,2,350000,175000
"AUTOBAHN OF LAS VEGAS, INC",NV,73,4,1,8,4,1,75000,37500
"Matix Investments, LLC",OH,72,11,1,0,11,1,10000,5000
"Tre Polymer, Inc.",CA,120,5,1,1,5,1,150000,127500
"Bangerter Sheppard, PC",UT,24,7,1,0,7,1,80000,40000
Achieve Speech and Language Se,TX,120,3,1,0,3,1,266100,199575
Kyle R. Lawrence Electric Inc.,NY,9,5,2,0,5,1,250000,187500
Michael J Vigliotti,PA,60,1,1,0,1,2,45000,22500
"TTG Of Arizona, LLC",AZ,120,8,1,2,8,1,300000,225000
EEI Acquisition Corporation,OH,90,26,1,0,26,1,450000,337500
Illinois Online Ventures Incor,IL,84,1,1,0,0,1,50000,25000
Coast Enterprise Group Inc,CA,84,10,1,0,10,1,50000,25000
LaDuke Construction LLC,OR,12,13,1,0,13,1,290000,145000
Boo Kon Kim,CA,300,1,2,2,1,1,603000,452250
"Source Global, Inc.",IL,84,2,1,5,0,1,100000,50000
Kwon's Wellness Inc.,NY,84,2,1,0,0,1,30000,15000
RMC CONCRETE LLC,IA,60,3,2,0,3,1,23900,11950
"eCom Direct, Inc.",CA,84,11,1,1,12,1,250000,125000
Tim's Mapping adn Professional,MI,84,1,2,1,0,1,55000,27500
MILLER WHOLESALE LUMBER CO.,AZ,12,12,1,0,12,1,1500000,1125000
Central Nebraska Management In,NE,60,45,1,0,45,2,115000,57500
Landavazo Salon,NM,24,3,1,10,7,1,10000,5000
Vitaliy V Zakharchuk,CA,84,1,1,0,1,1,35000,17500
Sea Otter Enterprises LLC,CA,84,31,1,4,0,1,45000,22500
"Hilltop View of Fredonia, Inc",WI,123,3,2,3,0,2,250000,187500
"Sena Info Technologies, Inc.",MI,84,5,1,0,2,1,20000,10000
"Advanced Water Systems, LLC",NY,84,3,1,0,3,1,25000,12500
Il Cafe Latte Inc.,NY,48,7,1,5,0,1,35000,17500
Sterling Transport LLC,OH,36,2,1,1,2,1,42000,21000
PRESENTATION SOURCE (THE),NY,3,2,1,0,2,1,150000,127500
Telco Connection,CA,84,1,1,0,1,1,100000,50000
Covany & Covany DDS PC,VA,60,6,1,0,6,1,126000,107100
"ODYSSEY DIGITAL PRINTING, INC",OK,36,50,1,0,0,1,100000,50000
"Touchstone Technology, Inc",NY,9,15,1,0,9,1,1139000,854250
KidCo LLC,MD,120,2,2,40,42,1,678000,508500
"Vital Link, Incorporated",TX,12,50,1,2,50,1,3000000,2700000
"John's Burner Service, Inc.",NY,72,1,1,0,0,1,20000,10000
Ye Ji Nails LLC,NJ,84,8,1,2,10,1,50000,25000
"DCH ENTERPRISES, INC.",NC,3,5,1,0,0,2,24000,20400
Jade USA LLC,IA,13,25,1,0,25,1,20000,10000
Seaich Card & Souvenir Corp,UT,72,10,1,2,0,1,200000,150000
Insiders1 LLC,NY,84,2,1,1,1,1,25000,12500
"Precast Solutions, Inc.",NC,12,16,1,0,16,2,208000,156000
WASHINGTON INVESTMENT PROPERTI,CA,300,35,2,0,35,1,760000,570000
"Power Conversion Technologies,",PA,36,15,1,2,0,1,350000,262500
"American CNG, LLC",UT,84,3,1,1,2,1,50000,25000
"Boninfante Friction, Inc",PA,84,1,1,0,0,1,100000,50000
"BOULEVARD SUITES, INC.",MI,60,23,1,0,0,1,350000,262500
"Mountain Laurel Spririts, LLC",PA,12,4,1,1,1,2,100000,50000
Mitchell Insurance Services,CA,12,6,1,0,6,1,150000,75000
Parker Creative Communications,MN,84,1,1,0,0,1,12000,6000
Anne Chui (EPC)/Global Gourmet,CA,300,6,1,4,6,1,890000,667500
"Vincent J. Mini, III",CA,84,2,1,0,0,1,50000,25000
All Lines Associates Inc.,NY,84,2,1,4,2,1,20000,10000
Karamel Collection Inc.,HI,12,11,2,1,11,2,50000,25000
A C I LLC,WV,24,0,1,0,0,1,7200,3600
IronMaglabs Inc.,CO,84,3,1,0,0,1,70000,35000
Matt Malone,TN,12,2,1,0,2,2,9000,4500
CLARK FORK FURNITURE REPAIR,MT,54,1,2,0,1,1,25000,21250
"Prop Wash Enterprises, LLC dba",FL,120,1,2,2,1,2,174000,130500
Malone Insurance Servicing and,CO,120,1,1,0,1,2,369500,277125
Colorado Western Title LLC,CO,48,19,1,0,19,1,174700,87350
"Red Stapler Media, LLC",OH,60,1,2,0,0,1,51000,38250
Ajaya P. Rajbhandari DBA Page,NH,60,2,2,0,0,1,50000,25000
Broadway Street Properties LLP,MN,300,6,1,0,6,2,150000,75000
MICHAEL L WILLIAMSON CATTLE,MS,12,1,2,0,1,2,81000,68850
SANPETE SHAVINGS SUPPLY LLC,UT,120,0,2,2,0,1,300000,225000
"JSI Enterprises, LLC",NE,60,0,2,2,0,1,50000,25000
Xcam LLC,TX,84,43,1,0,43,1,350000,175000
"Reedesign Concepts, llc",CO,84,3,1,0,0,1,30000,15000
Full Cycle Recruiting LLC,MI,84,4,1,0,0,1,100000,50000
"Minkel, Inc.",FL,84,12,1,10,0,1,35000,17500
Coastal Transport LLC,OH,60,3,1,1,5,1,60000,30000
Black Swan Cooperage LLC,MN,3,18,1,2,18,1,75000,37500
Delaney Matrix Inc,CA,84,3,1,1,1,1,25000,12500
"Shasta-Ki Take 'N' Bake, Inc.",CO,123,1,2,4,1,2,210000,157500
SHERMAN PROPERTIES,WA,60,1,1,0,0,2,9500,4750
CAMARILLO SURGICAL CENTER ASSO,CA,90,7,2,0,7,1,168300,126225
"IBT Media, Inc",NY,36,120,1,0,120,1,350000,262500
IBT Media Inc.,NY,84,100,1,0,100,1,200000,100000
"Redhawk Glass, Inc.",CA,84,5,1,0,0,1,50000,25000
"JHK Heritage, Inc.",CA,84,16,1,0,16,1,100000,50000
KaiTai Metal Products LLC,OH,12,5,1,1,5,1,500000,375000
"United Ingredients, Inc.",CA,12,5,1,0,5,1,250000,125000
Ivit Logistics Inc.,IL,84,3,1,1,0,1,15300,7650
"Joint Operations Houston 1, LL",TX,120,6,2,0,0,1,216000,162000
JosephA.Smith,CA,84,7,1,1,5,1,15000,7500
SOCHAI CONSULTING INC,CA,84,3,1,5,0,1,48000,24000
"Living with Intention, Inc.",IN,84,4,1,0,4,1,25000,12500
"FORWARD FITNESS, LLC",MN,120,28,2,0,28,1,389000,291750
HNS1 Inc,IL,84,2,1,0,0,1,10000,5000
"RCI Asset Solutions, LLC",TX,48,15,2,2,17,1,75000,37500
"Hurricane Labs, LLC",OH,84,0,1,0,0,1,200000,100000
BCB HEATING AND AIR CONDITIONI,UT,84,3,2,2,3,1,22100,18785
PAINT HEADQUARTERS INC,KY,84,6,1,0,0,1,25000,12500
"Quality First Medical Care, PL",NY,90,0,2,20,20,1,303600,151800
"Charley's Boxing As Fitness, L",FL,110,1,2,1,1,1,25000,21250
Valeriy Gayduchik,CA,84,2,1,0,2,1,30000,15000
"Loop Nail Spa, LLC",IL,84,20,1,3,20,1,80000,40000
Jasmine Trading Corp,NY,84,5,1,3,0,1,50000,25000
COMMAND,OH,84,1,1,2,1,1,10000,5000
Health-Fit Chiropractic and Sp,FL,84,5,1,0,0,1,15000,7500
Allen Crispen dba Allen D. Cri,PA,60,0,1,0,0,1,38000,19000
Mytelusa Inc.,NY,84,1,1,0,0,1,35000,17500
"Lyle Industries, Inc.",MI,144,87,1,5,87,1,2914000,2185500
John M Wilcox and Associates I,CA,84,4,1,1,0,1,25000,12500
Midwest Chiropractic and Welln,MN,120,2,2,3,3,1,150000,127500
"Marven Enterprises, LLC",MA,60,18,1,0,0,1,60000,30000
"Good Work/Fair Price, LLC",IN,36,5,2,0,5,1,17000,8500
"Distinctive Cabinet Design, LL",MN,120,47,1,2,47,2,150000,127500
TRIPLE 888 SERVICES L.L.C.,UT,60,2,2,1,2,2,37000,31450
Via Trading Corporation,CA,84,55,1,10,55,1,1232400,924300
Kingland Construction Services,IA,60,6,2,3,6,2,300000,225000
Via Trading Corporation,CA,24,55,1,10,55,1,900000,675000
ED GREENE & COMPANY,TN,84,1,1,0,0,2,10000,5000
OmarMunoz,CA,84,2,1,1,2,1,50000,25000
Desert Powder Coating LLC,AZ,48,36,1,0,36,1,10200,5100
Heather L. Carbone dba Northea,MA,48,1,2,0,1,1,75000,37500
Dae Young New York Corp.,NY,84,8,1,0,0,1,25000,12500
P&E Painting,WY,6,7,1,0,7,2,119000,89250
"Violette Senior Care, Inc.",ME,84,2,2,30,0,2,49000,24500
Midwest Chiropractic and Welln,MN,60,2,2,3,3,1,35000,17500
"PSL, Inc.",IA,147,7,1,5,7,2,3350000,2512500
HEALTH & WELLNESS SPECIALISTS,TX,74,20,2,3,23,1,50000,25000
Guereca Trucking,KS,36,0,2,2,0,2,20300,10150
Schrade Insurance Agency LLC,NY,48,1,1,1,1,2,101500,50750
SOUTHPORT GRILL CORP,NC,252,0,2,15,0,2,586600,439950
"BILLY D.C. MCAFEE, D.C., P.C.",AK,60,6,1,0,6,1,137000,68500
"Mobjack Bay Seafood, Inc",VA,12,10,1,0,0,2,125000,62500
"American Glass Gallery, LLC",MI,84,1,1,0,0,1,10000,5000
Bill Anderson Trucking,UT,36,1,2,0,1,2,51000,25500
ARISE TRANSPORT LLC,CA,84,0,2,0,0,2,15000,7500
Treasure Corner,CA,84,2,1,5,2,1,25000,12500
"AIR-PIPE, LLC",WA,6,10,1,0,0,1,60000,51000
"Fargo Tanning, LLC",ND,60,30,1,7,30,1,822500,616875
EDUCATIONAL TECHNOLOGIES GROUP,WA,12,9,1,0,9,1,75000,37500
C & S Unlimited Inc.,NY,84,3,2,0,0,1,75000,37500
"Zur, Ltd",PA,84,20,1,3,5,1,200000,100000
"Zur, Ltd",PA,84,20,1,3,5,1,515000,386250
Houssam R Trucking,CA,84,1,2,0,1,1,100000,50000
Boydd Law Enforcement Training,CA,84,1,2,0,0,1,30000,25500
"Honey Bee Cafe, LLC",OH,180,1,2,2,1,2,150000,75000
"Inventa Capital Group, PLC",MI,84,2,1,2,1,1,55000,27500
MITASIE 3,CA,12,3,1,1,0,1,20100,10050
JTC Accountancy Corp,CA,12,7,2,2,7,1,100000,50000
"Caliber Tax Credit Group, Inc.",CA,84,2,1,2,2,1,100000,85000
"Replete Think, LLC",CA,300,10,1,10,10,1,598500,448875
ADAPTA INTERACTIVE INC,MN,84,3,2,1,1,1,20000,10000
"Jomar Freight Delivery, Inc.",MN,12,11,1,2,11,1,24000,20400
"Southwest Metal Finishing, L.L",AZ,12,24,1,1,25,1,100000,50000
"Frontera, LLC",OH,60,0,2,2,2,1,15600,7800
CAITE INC,FL,84,5,1,1,6,1,65000,32500
ENVIROZONE SYSTEMS CORPORATION,MO,8,7,1,0,0,1,95000,80750
PURPLE ROSE LLC,UT,74,2,2,2,7,1,10000,5000
D's Toys & Hobbies LLC,OR,84,3,1,0,3,1,50000,25000
"Whiteshire/Hamroc, LLC.",IN,12,42,1,0,42,2,2500000,2250000
J Candy Corp dba Super Deli Ma,WA,120,5,2,1,5,1,640000,480000
"NYC Tech Guys, LLC",NY,84,2,1,1,1,1,25000,12500
Gazaway Poultry,MS,13,3,1,0,3,2,24700,20995
Daniel R Hynes,TX,84,0,2,2,0,1,15000,7500
Northeast Masonry Inc.,NY,48,10,2,0,10,1,100000,50000
"Conin Contractor Services, Inc",IL,9,2,2,2,2,1,80000,40000
"TD Distribution, Inc.",MA,120,5,2,0,5,1,512500,384375
NAGY Inc.,MD,84,1,1,0,0,1,25000,12500
Dennis Philpot,AR,12,2,1,0,2,1,21800,10900
"Technijian, Inc.",CA,84,15,1,15,15,1,150000,75000
"Sky Express, Inc.",IL,84,8,1,1,9,1,23200,11600
"Onamia Lodging, Inc.",MN,240,2,1,0,2,2,311000,233250
"Free Spirit Felt & Fiber, LLC",GA,120,1,2,1,2,1,40000,34000
Integrity Financial Corporatio,WA,84,20,1,12,20,1,350000,175000
"Oriental Massage, Inc",TX,84,3,1,0,3,1,30000,15000
Andrew Fontana,NY,60,1,2,0,1,1,21300,10650
"Global Organix, Inc.",TX,84,1,1,3,3,1,80000,40000
JS MAINTENANCE & LANDSCAPING,NC,12,6,1,0,6,2,97700,83045
Ben Freda Consulting LLC,NY,84,4,1,0,4,1,25000,12500
"Kristie's Kreations, LLC",MO,120,1,1,0,0,1,70000,59500
HAMILTON ENTERPRISES INCORPORA,OR,84,6,1,0,0,1,20000,10000
"BDM Metals, Inc.",NY,60,4,2,0,4,1,20000,10000
TIPSY ELVES LLC,CA,36,2,1,0,2,1,200000,100000
A Better Tomorrow Education,CA,84,350,1,100,0,1,90000,45000
"BP Goods, LLC",MI,84,1,2,3,4,1,70000,35000
"Balzer, Inc.",MN,12,77,1,0,77,2,2000000,1800000
New Horizon Mitigation Service,NJ,84,3,1,0,0,1,15000,7500
"C.J. Labs, Inc.",FL,12,23,1,0,23,1,500000,450000
"THE APODACA GROUP, INC",TX,3,8,2,0,2,1,20000,10000
AUCOLLA LLC,WA,84,1,1,0,0,1,30000,15000
"Fusioncorp, LLC",KY,84,1,1,1,1,1,35000,17500
"BAAS & ASSOCIATES, PC",NE,12,12,1,2,14,2,240000,120000
Dennis J. Custer DDS LLC,OH,120,0,1,0,0,1,59000,50150
Chad Roffers Trucking,WI,84,1,1,0,1,1,35000,17500
KwikRink Synthetic Ice LLC,MN,12,1,1,0,1,1,250000,125000
P&E Painting,WY,6,8,1,0,8,2,39000,29250
"Elite Salon Studios, LLC",GA,120,5,1,0,5,1,470000,352500
YOUR NAILS,CA,84,4,2,0,4,1,5000,2500
"Event Team Alliance, LLC",GA,120,2,1,1,0,1,187100,140325
FOTOBABY INC.,HI,84,2,1,0,0,2,25000,12500
ANDREW M TARTICK,NC,36,2,2,1,0,2,47300,23650
Chermas International Inc.,IL,84,5,1,10,5,1,100000,50000
"DR. HESS PRODUCTS, LLC",UT,12,1,1,4,1,1,1500000,1125000
"Level Solutions Group, Inc.",IN,12,2,2,0,2,1,250000,125000
LANDFORM PROFESSIONAL SERVICES,MN,12,17,1,0,17,1,200000,100000
Iowa Audio Video Inc,IA,4,3,1,0,3,1,27000,13500
Everplus Logistics Inc.,CA,84,4,1,0,4,1,175000,87500
Alfred Development Corp,RI,60,10,1,0,10,1,58800,29400
Turn Key Laundromats Limited L,NJ,120,9,1,0,0,1,390000,292500
"Hilltop Commercial Supply, Inc",OR,84,1,1,0,0,1,100000,50000
Human-Oriented Systems LLC,CO,84,1,1,0,0,1,18000,9000
"Mas Precio Loco, Inc",CA,300,4,1,0,4,1,960000,720000
Intellectual Capital Managemen,CA,84,8,1,2,8,1,68000,57800
Clique Boutique LLC,KS,60,4,1,0,4,1,35000,17500
Choice Concrete Construction L,WI,84,7,1,2,7,2,50000,25000
"My Hobby Place, LLC",MI,87,5,1,0,5,1,135100,67550
DENVER NAIL LLC,CO,84,2,1,0,0,1,30000,15000
FINANCIAL INDEPENDENCE TODAY I,HI,60,0,2,0,0,1,29000,14500
"Moran Plumbing and Heating, LL",LA,84,4,1,1,0,1,44000,22000
"EnCompass Pipeline, LLC",PA,24,90,2,0,90,2,350000,175000
"KZH, LLC",CO,120,1,2,3,1,1,168000,126000
REEVES HOME IMPROVEMENTS LLC,WI,12,7,1,3,7,1,25000,21250
"Village Pediatrics, LLC",KS,45,25,1,0,25,1,102000,86700
"Mia Design, LLC",CA,120,23,1,0,23,1,150000,127500
"Eye Care For You, Service Corp",WI,84,5,2,0,5,1,144000,122400
Kiva Chocolates Inc,FL,84,0,2,10,10,1,100000,50000
Onamia Service Center LLC,MN,36,8,1,0,8,2,35000,17500
Autumn Harvest LLC,MN,84,1,2,1,0,1,20000,10000
Disc & Wellness Chiropractic C,KY,49,0,2,4,0,1,60000,51000
"Masterclean, Inc.",WI,120,7,1,1,7,2,250000,187500
"Masterclean, Inc.",WI,300,7,1,1,7,2,250000,187500
Corea B.B.Q,CA,60,1,1,0,1,1,100000,50000
Ming China,CA,36,1,1,0,1,1,35000,17500
"ABHI PATIL, LLC",FL,84,1,2,0,1,1,30000,15000
ASPEN CONSTRUCTION,TX,84,2,2,0,2,1,5000,2500
"Ram Ganga, Ltd.",OH,300,3,2,3,0,1,465000,348750
Pirate Grip / Electric LLC (OC,AZ,84,1,1,0,1,1,20000,10000
B2Sign Inc,CA,12,13,2,0,13,1,200000,100000
"EVERGREEN OCEAN, INC.",WA,12,1,2,0,0,1,1000000,900000
Andrew William Lohrum dba The,NY,60,1,2,0,0,1,15000,7500
"MPOK 5057, LLC",OK,87,2,2,30,2,1,240000,180000
"Ayushretail, LLC",TX,96,3,1,3,3,1,45000,38250
"Meeting Designs, LLC",MA,60,3,1,0,3,1,50000,25000
Heinsinger Insurance LLC,PA,120,5,1,0,0,1,745000,558750
"Kevin L. McGuire CPA, P.L.L.C.",OK,84,2,1,0,0,1,10000,5000
Rain International LLC,UT,84,6,1,4,6,1,350000,315000
Auto Xtreme Inc,NY,84,4,1,0,0,1,10000,5000
"Straight Line Construction, In",FL,84,12,1,3,0,1,75000,37500
"Premium Concrete, Inc.",IL,12,80,1,0,0,1,750000,562500
Sterlingwear of Boston Mass Bu,MA,12,100,1,50,150,1,1270000,952500
Brian Logan,AR,12,2,1,0,2,1,8900,4450
"ECOQUIP, INC.",VA,84,11,1,4,0,2,100000,50000
"Custom Components Group, Inc.",IL,84,2,1,0,2,1,100000,50000
Chicagoland Leasing And Proper,IL,84,4,2,2,4,1,25000,12500
RUBIO N SONS INC,FL,74,5,2,0,5,2,15000,7500
Portland Massage and Chiroprac,OR,84,2,1,0,0,1,10000,5000
"WA LOGGING, LLC",ME,18,0,2,5,0,2,25000,12500
K Pleats LLC,CA,300,120,1,20,140,1,637000,477750
LA SALSA CO,OR,60,1,1,3,0,1,21400,10700
K Pleats LLC,CA,120,100,1,0,100,1,235000,190550
"U.C. St. Louis #1,LLC",MO,84,0,2,10,0,1,176000,88000
"Tour Edge Golf Manufacturing,",IL,12,48,1,0,48,1,500000,450000
Hair We Are,ND,84,1,1,1,2,1,60000,30000
"Om Soham, Inc.",MA,84,3,2,4,3,1,250000,187500
Hedlee LLC,OH,48,7,1,2,7,1,20000,10000
Murphy Taterskins LLC,MT,12,3,1,1,3,2,20000,10000
"AWG, Inc.",AK,94,2,2,0,2,1,166300,124725
Douglas A Lott DDS Inc.,CA,84,9,1,1,0,1,43400,21700
Niku & Nikki LLC,TX,84,0,2,3,3,1,25000,12500
K & A Farms,NC,180,3,1,0,3,2,100000,50000
"Simone Health Care, Inc",OH,60,40,1,3,0,1,40000,34000
Empire Paving LLC,OH,84,10,1,0,10,1,100000,50000
"GROSS FOAM, INC.",UT,84,9,1,3,9,2,425000,318750
E & A CONSULTING CORP,FL,84,2,1,0,0,1,15000,7500
DAWN M GRANT INSURANCE SERVICE,CA,60,6,1,0,0,1,25000,12500
Larson Transport LLC,ND,120,0,2,1,1,1,85000,42500
"A & B Trucking, Inc.",NE,60,2,1,2,2,1,20200,10100
BNS Consulting,MD,24,9,1,15,3,1,100000,50000
"Alta Gourmet Services, Inc",UT,60,5,1,3,0,1,79500,67575
"Mid-Ohio Tubing, LLC",OH,84,0,2,30,0,1,350000,175000
Done Right Food Services Inc.,MN,72,40,1,10,15,1,200000,100000
Patio World Imports LLC,RI,84,2,2,0,2,1,35000,17500
"Birchcrest Tree & Landscape, I",NY,84,95,1,10,95,1,280000,140000
Culver's of Baldwin,WI,60,0,2,50,50,2,50000,25000
"Kssen, Inc.",CA,36,6,1,0,6,1,30000,15000
"SAPremacy Consulting, LLC",IL,84,11,1,23,8,1,200000,100000
Cedar Lane Woodworking,MO,84,1,1,0,0,1,12000,6000
"Interfashion, Inc.",CA,84,1,1,1,0,1,76000,38000
Quinnco Inc.,OH,84,20,1,0,20,1,126000,107100
Sparks Maintenance Contracting,MO,84,10,1,0,0,2,50000,25000
Avalon Auto Supply,CA,60,4,1,0,4,1,75000,37500
Equinine Enterprises Inc,OH,60,3,1,0,3,1,20000,10000
"Minergy, Inc.",WA,84,15,1,0,10,2,30000,15000
"Atlantic Data Security, LLC",CT,60,4,2,1,4,1,200000,100000
"HARVEY & TULLY, P.C. CERTIFIED",TX,84,6,1,0,1,1,180000,90000
Wood App Developers LLC,MN,84,7,1,0,0,1,40000,20000
Ripliancum Investments PC,UT,84,1,1,0,0,1,42000,21000
"Timbersled Products, Inc.",ID,84,13,1,1,0,2,500000,375000
Pine Tavern Restaurant,OR,240,44,1,4,0,1,228000,228000
Quasar Energy Group llc,OH,12,50,1,0,50,1,750000,562500
"MixedMI, LLC",MI,60,1,1,0,0,1,16000,8000
Demitra Burkhart dba AIN SYSTE,OH,60,0,1,0,0,1,25000,12500
Fuller Events LLC,OR,84,2,1,0,0,1,30000,15000
"M.J. Pham, Inc.",CA,84,30,1,6,6,1,50000,25000
Grondona USA Corporation,NY,84,2,2,2,2,1,200000,100000
"Pine Ridge Timber, LLC",ME,36,1,2,1,1,2,10400,5200
"Mid America Precast, Inc.",MO,12,40,1,0,40,1,1627200,1220400
THE SAN DIEGO REAL ESTATE INSP,CA,84,10,1,2,0,1,75000,37500
"POSC, INC.",CA,84,2,1,0,2,1,71700,35850
TALLMADGE SPINNING & METAL COM,OH,36,14,1,1,14,1,136000,68000
"Precast Solutions, Inc.",NC,12,15,1,0,15,2,338700,254025
Shin Hee Kim aka Kiyoung Kim d,CA,300,2,1,0,2,1,272000,204000
"IS ART, LLC",CO,84,7,1,1,0,1,25000,12500
BLUE WATER INTERNATIONAL INC,TX,84,4,1,0,4,1,25000,12500
Kelly Faetanini LLC,NY,60,3,2,7,0,1,10000,5000
Training Resources & Consultin,AR,84,4,1,0,0,1,10000,5000
"Elton Investments, LLC",UT,120,8,1,0,8,2,158000,118500
Iowa Audio Video Inc,IA,4,3,1,0,3,1,9000,4500
"Motif 56 Design, Inc.",NY,84,2,1,0,2,1,25000,12500
Punchkick Interactive Inc.,IL,90,36,1,36,0,1,511600,383700
"Trurim, Inc.",CA,85,2,2,0,2,1,60000,30000
Little Spruce Organics LLC,CO,84,2,1,4,1,1,50000,25000
Frontier Petroleum Inc.,MO,84,8,1,0,8,1,150000,127500
"ALL STAR WASTE CONTAINERS, LLC",NC,30,1,1,0,0,2,39400,19700
"Creative Industries, LLC",MO,10,36,1,1,36,1,300000,225000
Silver Lining Health Solutions,UT,84,4,2,0,4,1,37000,18500
Price Plumbing,SD,48,1,2,0,1,2,11100,5550
"WYATT BROTHERS, LLC",KY,6,3,1,0,3,2,28000,14000
"Mogel Restaurants II, LLC",WI,120,50,1,0,50,2,145000,108750
Pop's Cafe,CA,120,12,1,0,12,1,139000,69500
Ace Hydro Seeding Inc.,MN,4,12,1,0,12,2,100000,50000
"Cayle Enterprises, Inc.",WI,120,240,1,30,0,2,50000,42500
SAMOS at CANTON CROSSING LLC,MD,120,0,2,10,0,1,78000,39000
Egrace Corp.,NY,60,4,1,0,0,1,10000,5000
Sankofa Psychological Services,IL,84,7,1,2,0,1,20000,10000
Black Swan Cooperage LLC,MN,1,18,1,2,18,1,60000,30000
ONSITE SERVICES LLC,ID,36,11,1,2,13,1,150000,75000
"Milyli, Inc.",IL,84,27,1,0,0,1,175000,87500
Williams Home Improvements La,TX,60,2,2,0,2,1,48000,24000
Panther Coffee LLC,FL,84,22,1,4,22,1,15000,7500
"Mumba Technologies, Inc.",CA,84,18,1,0,18,1,200000,100000
Hernesman Brothers Partnership,MN,60,3,1,0,0,1,40000,20000
"QUAKER BOY, INC.",NY,9,27,1,5,0,2,350000,175000
"Joker Too, LLC",NY,84,1,2,7,0,1,150000,127500
"POTTER'S CRAFT, LLC",VA,60,2,1,1,2,1,35000,17500
OTF KC LLC,KS,120,4,2,11,15,1,250000,187500
New Life House Inc.,CA,84,11,1,0,0,1,75000,37500
"Su Seguro, Inc.",CT,60,4,2,0,0,1,75000,37500
Hill Top Heating & Plumbing,NY,50,3,1,0,3,2,5000,2500
Ganpati L.L.C.,AZ,126,17,1,0,17,1,243700,121850
"Andrew W. Howard, O.D., PLLC.",TN,84,22,1,8,22,1,100000,50000
B Designs,OR,60,1,2,0,0,1,25100,12550
Leslie P. McClaflin dba: Lesli,MO,84,4,1,0,0,1,50000,25000
